100000 [Green,Blue,Yellow,Purple,Orange,Red]
?[]gSs4~,s&-ok8?S f7276e36b23bd0544ca50d381bc888ed0bd44cb85fb822a15491779f4db2659a
(qf)$M3%o3Y=r'/x f7939938b679f545b1856303822f2ac7a621cce6eee8634002bbd9653b6c0477
'8Ol$xrEpx<J:kuDB,v$ 738726b9cdc1914901a9b1fdfb403613d67f6202567bdcb89322a68abf42c1c5
Tk03KZ,h-{$p7Z[ 44a2b3ec31dbbb2fb53b3cadf1f6f72cadc60887b07053ef0312bdd643a8233b
*-#n*/.Lf7e&IZwXl 87e0d8cd0b1728a1605cdc4c37396fcc75fe310db4610f9cc8b58579cbff9e36
/rbJn:*A<Fx!lT>FY%FO 3055667a0c9c0e324a94ab41f2421742a4f5c3903d9b63a19daf3ec9545c2602
p&>,h)~OBGgLO?OoMP 626a8f419b8babcfe8a4cab433754480da60fbaa3229c1ddd859f3a397e51ad3
aku+.(<ckK#h":l7VuP4oC 5ab263f5ac9bc572b9527ccf20bd85aa239ab80553954ec131c20cb134aa579e
iYfHiriA(p)SUXcGLsHB 9ad0d74ce169bc667382b2f2951b4c2bd301bd24b2b48c251435352efd21c6d9
z9k/3k(I"{e~1<Pi|C f48e28262dfdb75a9399f8728de0efb8975386e358953ae02cbea63b8cd871d3
N)AHf(B6sZ*w)aE*c 54c5b72cabcbdc68498f3117ab326a6a3adb7e95f0afacf7119666a697a81340
yL,X"BsB4Hy)"c2jyG, a1ab15650d8071831f47eff2b3ae10ea6173dba182efe57e7d2cd70025406c89
oQ}e^RQ[z~ 5165a5e2a4c7caa66b228fa43aa40ce8d5e5cb160652cd12d6b70c359801cfe7
6/'sxwRV;#&Un=kG|__ZD cb532bdb98a7edccb37dd654d95a05f65f10d8ca58660045c93bfbeec07f064e
J2z/]jt:*P_di= ea2a7c1ed56e00f5914305a88e951a4be395f945777ad85a534ec2f16873fb23
v{'sDsSLu| df936dccdb89b4b436cdb9c895fd07dc8ec02c948f2910bcdfd4f0c2f0796eb7
0#Ilp}(&zMCT+W^ 8c965745f2f24a7078aaeb08a1e839a00c6d7eca1ceec5128f0a5630005a2660
uf"2Znrm!Vrk;e^1Q e05edb262df88310a15a6ff19cf61aa15c847b51d21ca781b2cff016fee49ea9
Itx9F{s^92n+8L-Jr 9f6e477a197409873aa567b71bca72a295dde3a1ac2a85ddf4e3c0cf6a3e41af
lRvVoL7hm1kW5*M 29585eaa689517703a341c9cab6ff31841f52ab46916eb24b4a0b7af4dab7818
##gyC4k.SwVFuy+ 59df81562ca024ac7a15438fb60dbb0a575b0c4ffe7d7e5014b8ec3e0c027978
JvWU%*7&-2Odu|[);;_ f4a33d7121871f97c92f03b61b74bc47f28ce1e3257a2ada5788a11b0e0da6be
,Y_,/QH9w]TGg c35867f5e95d3d36d04b902536253ca057591f4247d75bda2ab6708621135809
YNBjdb6Ua[ 744704cec65bea4afc6294989c90c11dba54af60592c688c01f4fd7da431449d
da52^hFB# 2b4dc63dd7893ff24ac3cb117d9167d4d69095d583225264fcd9c6dc313836a0
gzu&:7k&? c877716c49a407620163dca3103606e85116f075e85067a112588a468445eef3
$~{aRF*9S* 4fe5c5a2db3b26eaf3a3004e93f4c0fb44ed6824791d76cc06ed1a0ac804f49f
#-s&Q2+wQ 2ec2a7e7cd95e5045f1a977c2b720a90f92bf9f0774f0b3378972ce6f7034fa2
JHL8IWMF| 578c554c96874a59446a92bc5d893d9f30022ebbaadc304d3118372217e747a8
5L>]!$$#]a*n.qAF0 a01f95a1a5ef8098c604098a1ba55bb705528781c748e303ac7eaa249aaab5ed
B[)mbzL]EsE 3ec5ae9c188add92b07d25d78b97a166197cc9faa448b65bd9454ddeddab039d
4EHukBY/ddKOJpmxa a1c7bacc0edd20f420ab0a2c6611666cca8f021b3cd24413963c6d283bc29a90
-Yci.oZ0 89c28e1724531c5d295384ad945f62a0bb2fd9f9c0c2a65b38af68f1e12f25f0
6UW|ne~[,NoDoVy4,HWLI 78c25d08bd4e6ad7294a3f49a1b445ea49ab0e57e6b67a285e2f295028dd810f
R2Z-w+me}2t afd6cad7b76e49908b288bc119c1dd7336b29340de61b73e0ba0b978c1e14ccd
w^3kKHyVH%jp<=Cah? 5618c0017fb5c369172939ddeb7b8d7a605ef5588d80dcea184c2c12c6bc2475
OC:3Erv[1b*|1Vb4 e62e28e34883cccbbc654626c184c78b0271ef42484817cc7f3ab10f77ab1511
nsjd']]j1^UWi:GBiI=P a177efae2923dbabce193436086c87e7350ac68a7476d49af0f849a91512c562
e,rL#pq4e d1ee9d906c9f694f03fbaf3f823c93bcb330abe7a3fc726940e7acbc65d9ea56
*BC3=?/nuwFHl21'8R 94d00a5c610fd81f49181804e12cb572632b42e6a65d8ce26a3b227e56c5421e
+~JXNw*9l7~aL+,Q8?=sQs 8da43ae0f638c5c3e31bf869df0dc58416f0b7f2e2c5da08782d79c9afd4533a
kjTqC<0-c^}~G_$x 0a7e654e794b2152eee1c50f01a341db779ea653f38c3913f4c2afb1c76ea63d
>PaV+[8GS 6d06db265583ddfe3f10a5533a400a707af539ff602cb05274ab7daac03b37b8
+]_#dy^tI*p;=9?l+_u>WZ 5cdbe43d1326afc0b078943607af417b843490fecb9b95caecdc7b488f5ff65c
$2#jZ2R?hFUGS6 fa80c2701359d87838f4a0c586f87561301ec8824f970f5f0950dd611dfea4e5
ieb:xw$x~DHahf+>SUP^<S 1e9c1ee2f94c3c6378b84660938bae7cba9ed150048e4c8d2c60a2491e10ef05
wr#v!d<zDL$8a&0 1b6d5460668b1e784bc7ab2e7b0c051a3d6e3abec6ee5e8bb784b48cd9a768e8
,wW"D1ud/6<6! 9d4a8f0909650c43d30a90641234ec2d212828aaa3f31e04c73d8c23965316e5
^<xoBy9Cs-JFnK- 476cc640d03d514abc4166b944bb1e6586938f3aa7d62dbd8aa95774ac6006b5
